frame,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14
358,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
359,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
360,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
361,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
362,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
363,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
364,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
365,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
366,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
367,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
368,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
369,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
370,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
371,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
372,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
373,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
374,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
375,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
376,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
377,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
378,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
379,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
380,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
381,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
382,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
383,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
384,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
385,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
386,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
387,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
388,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
389,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
390,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
391,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
392,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
393,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
394,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
395,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
396,0.005603,0.010457,0.002549,0.006891,0.926139,0.017388,0.000080,0.003028,0.000650,0.001263,0.009573,0.003880,0.008724,0.004645,0.001525
