frame,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14
358,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
359,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
360,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
361,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
362,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
363,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
364,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
365,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
366,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
367,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
368,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
369,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
370,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
371,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
372,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
373,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
374,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
375,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
376,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
377,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
378,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
379,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
380,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
381,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
382,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
383,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
384,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
385,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
386,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
387,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
388,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
389,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
390,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
391,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
392,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
393,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
394,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
395,0.003472,0.005904,0.003080,0.006358,0.943340,0.018598,0.000075,0.002712,0.000780,0.001133,0.011329,0.004933,0.006796,0.004402,0.001580
396,0.003370,0.005871,0.003079,0.006213,0.944072,0.017920,0.000073,0.002721,0.000776,0.001094,0.011065,0.004839,0.006595,0.004378,0.001566
